GUID,ชื่อพรรค,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ลำดับบัญชีรายชื่อ,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
7769807A-A7E6-4711-9324-DC3C673F629B,รวมพลังประชาชาติไทย,นาย,ประเสริฐ,ตั้งรักษ์เมือง,73,51,ปริญญาตรี,ทนายความ,ประกาศ
300D23E2-1B0D-46CB-B13A-6940129C4775,รวมพลังประชาชาติไทย,นางสาว,วิลาวัลย์,คล้ายทอง,74,44,ปริญญาโท,ทนายความ,ประกาศ
8B90F4A3-90C6-444E-8D9F-88D125BBDDF7,รวมพลังประชาชาติไทย,นาย,ประสงค์,สุภาสัย,75,73,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
A7D762A3-7F81-40EF-9404-0164AA9C731F,รวมพลังประชาชาติไทย,นางสาว,พัชรวรรณ,สกุลธรรมไพศาล,76,30,ปริญญาโท,แพทย์,ไม่ประกาศ
2130DB86-D876-4D22-9F89-3BB0664FC200,รวมพลังประชาชาติไทย,นาย,ปิยภัทร,สุขผล,77,37,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
AD11D52E-FAE0-407C-8723-68BEDAFC4524,รวมพลังประชาชาติไทย,นางสาว,สุกฤตา,สื่อเจริญ,78,62,ปริญญาโท,รับราชการ,ประกาศ
B9C5E596-73DF-4AE6-9241-E4CEFD521F74,รวมพลังประชาชาติไทย,นาย,สุรพล,สุวรรณกุล,79,66,ปริญญาตรี,รับราชการ,ประกาศ
072C808A-06E7-4E79-9DAF-0EFFC090D591,รวมพลังประชาชาติไทย,นางสาว,ธิดารัตน์,จันทร์ศิริ,80,47,ปริญญาโท,พนักงานบริษัท,ประกาศ
43AC05AC-A719-404A-9308-E1A51FB2BA38,รวมพลังประชาชาติไทย,นาย,ธัชทวัชร์,เธียรสิรีภูธรา,81,39,ปริญญาตรี,ทนายความ,ประกาศ
8A17DDBF-4F4C-4995-83DB-A676AFE07FB4,รวมพลังประชาชาติไทย,นาง,ผ่องนภา,เสมสันทัด,82,67,ปริญญาโท,-,ประกาศ
D5A1A865-5C86-4080-B66B-8F7B2EBCAD44,รวมพลังประชาชาติไทย,นาย,สัมฤทธิ์,ศรีนาราง,83,58,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
E84FCF32-E927-4EC3-8939-A4EDD20A9A60,รวมพลังประชาชาติไทย,นางสาว,เนตรชนก,ฟั่นแจ้ง,84,41,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
D1289BD4-FDA2-4E04-AC79-DD664D427F0E,รวมพลังประชาชาติไทย,นาย,ชัยรัตน์,พันทัง,85,35,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
E93BBC2C-BF46-42B3-9E7F-E735D2A6F573,รวมพลังประชาชาติไทย,นางสาว,ธดา,วงษ์ประเสริฐ,86,55,ปริญญาตรี,แม่บ้าน,ประกาศ
C505D871-F58F-4411-92D5-DAAA730586C3,รวมพลังประชาชาติไทย,นาย,ยุทธศักดิ์,เสน่หา,87,64,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
387E838C-E1D8-459A-9B24-F0973120B552,รวมพลังประชาชาติไทย,นางสาว,ชริศสลา,มีเดช,88,32,ต่ำกว่าปริญญาตรี,รับจ้าง,ไม่ประกาศ
F943B672-BC72-4960-95C0-62EB5187E546,รวมพลังประชาชาติไทย,นาย,อดิชาติ,เศรษฐพิทยากุล,89,60,ปริญญาโท,รับจ้าง,ประกาศ
8E86C96B-3D03-49C3-91A5-8039E375D7A0,รวมพลังประชาชาติไทย,นาง,ศุภพิชญ์,อินต๊ะวงค์,90,46,ปริญญาตรี,นิติบุคคลของหมู่บ้าน,ประกาศ
1662D12A-B2C2-4493-BD38-B4AB5AF6821D,รวมพลังประชาชาติไทย,นาย,พัฒน์ชน,สีมาปทุม,91,32,ปริญญาตรี,ตัวแทนประกันชีวิต,ประกาศ
D5D0E5D1-701A-4BBE-91B8-EEE48A390E11,รวมพลังประชาชาติไทย,นางสาว,วินิตา,ยุทธา,92,58,ปริญญาโท,ทำงานภาคบริษัท,ประกาศ
DE492101-9DB6-4ED9-9436-1B931FA4DAF2,รวมพลังประชาชาติไทย,นาย,เศรษฐาวุฒิ,ดอกคำ,93,31,ปริญญาตรี,ึค้าขาย,ไม่ประกาศ
3F3E29DA-3BFE-49CB-B23E-9A48977F1791,รวมพลังประชาชาติไทย,นาง,สุดนภา,เจริญเวชชการ,94,53,ปริญญาโท,ประกอบธุรกิจ,ประกาศ
E528C1F1-C6F1-4906-8665-D48A02B0AF48,รวมพลังประชาชาติไทย,นาย,สันติพงษ์,มูลฟอง,95,48,ปริญญาโท,นักพัฒนาสังคม,ประกาศ
B8D7E2DB-777C-4F3A-8EE9-F3412F91C9AE,รวมพลังประชาชาติไทย,นาง,ขนิษฐา,สายทอง,96,47,ต่ำกว่าปริญญาตรี,ึค้าขาย,ประกาศ
574438D3-16D7-47D1-8AD6-4A27E504B03D,รวมพลังประชาชาติไทย,นาย,ประชารัฐ,ปณิธานยุติธรรม,97,64,ปริญญาตรี,ทนายคลาน,ประกาศ
4D062CA9-0178-4CAF-A6D5-1DCBEAF76E75,รวมพลังประชาชาติไทย,นาง,ปราณี,สุคันธเสวี,98,61,ปริญญาโท,รับราชการ,ประกาศ
C1BD7353-2908-4BE6-A575-079AD607B3F7,รวมพลังประชาชาติไทย,นาย,กฤษณะ,หวานสนิท,99,42,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
8F556951-99A4-4895-AAD1-0CFB51528C59,รวมพลังประชาชาติไทย,นาง,น้ำทิพย์,พิมพา,100,54,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
E2282056-2DD2-4679-A5DB-69160756ED25,รวมพลังประชาชาติไทย,นาย,สุทัศน์,พรหมรัตน์,101,70,ปริญญาตรี,รับราชการครู,ประกาศ
0B47E3A5-949E-4AF0-97EB-EE9ED4F5CBEC,รวมพลังประชาชาติไทย,นางสาว,เนตรชนก,เหมือนชุ่ม,102,48,ต่ำกว่าปริญญาตรี,ค้้าขาย,ประกาศ
14312E8F-FDF2-4476-A2F8-7800D8978157,รวมพลังประชาชาติไทย,นาย,ยงยุทธ์,พิมหานาม,103,62,ปริญญาโท,ข้าราชการบำนาญ,ไม่ประกาศ
6BA2285B-D878-4936-9869-507575ABECD3,รวมพลังประชาชาติไทย,นางสาว,เจียรนัย,ศรีคำวงศ์,104,68,ปริญญาตรี,พนักงานรัฐวิสาหกิจ (การบินไทย),ประกาศ
A1FC3006-EF87-4EEB-9072-3BBF05137E18,รวมพลังประชาชาติไทย,นาย,จิรวงศ์,เหล่าปิยะสกุล,105,39,ปริญญาตรี,เกษตรกร,ประกาศ
CF9CDAA9-B5D8-4643-A4AB-3A486DC0E46A,รวมพลังประชาชาติไทย,นาง,อวยพร,ตวงรักษา,106,63,ปริญญาตรี,หัวหน้าพนักงานต้อนรับบนเครื่องบิน บ.การบินไทย,ประกาศ
B52DBA3D-68FB-4FFF-A7A5-CC649AD1BCC5,รวมพลังประชาชาติไทย,นาย,จิรพงศ์,เหล่าปิยะสกุล,107,39,ปริญญาตรี,เกษตรกร,ประกาศ
8E427BBA-5810-4D93-AAC7-02BB6F1F5AF2,รวมพลังประชาชาติไทย,นาง,อารยา,ทรัพย์เจริญ,108,69,ปริญญาตรี,ค้าขาย,ประกาศ
F0EE8B19-DEE1-4133-802A-36C0578AA56C,รวมพลังประชาชาติไทย,นาย,ยงยุทธ์,โรจน์นิรันดร์,109,66,ต่ำกว่าปริญญาตรี,รับจ้างทำของ,ประกาศ
F8977E65-C5B8-4277-B8E3-9C3A8661ED6D,รวมพลังประชาชาติไทย,นางสาว,วิมลรัตน์,หมวดชนะ,110,44,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
5C6DBD7F-E19A-4C5D-925B-0A85C0CB351C,รวมพลังประชาชาติไทย,นาย,ฉลาด,ศาลาดี,111,41,ต่ำกว่าปริญญาตรี,ช่างรับติดตั้งจานดาวเทียม,ประกาศ
92BB7403-684B-4FC7-851C-923DE28E485D,รวมพลังประชาชาติไทย,นาง,นิภารัตน์,มหาทรัพย์,112,64,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
E90A5FCF-3B93-496C-9B68-C83F23D81ECE,รวมพลังประชาชาติไทย,นาย,พรรธระพี,ชินะโชติ,113,67,ปริญญาโท,ประธานกรรมการและที่ปรึกษา,ประกาศ
106FEE0D-DD09-4EFF-B6AB-9A47B633423B,รวมพลังประชาชาติไทย,นางสาว,ประภาพรรณ,สายสุทธิ์,114,26,ปริญญาโท,พนักงานบริษัทเอกชน,ประกาศ
B6C00FCB-34AA-4F99-9C3C-9CCBFEB36A96,รวมพลังประชาชาติไทย,นาย,ณัฏฐ์,โอ้จินดา,115,65,ปริญญาเอก,ข้าราชการบำนาญ,ประกาศ
45676FFB-F1F6-4E82-B866-7292DF59963A,รวมพลังประชาชาติไทย,นาง,สร้อยสิรี,ตวงทอง,116,68,ปริญญาตรี,เกษียณ,ประกาศ
7887F5AD-2FE5-4F6B-97BB-816F5BF54B77,รวมพลังประชาชาติไทย,นาย,กิตติศักดิ์,อินทรกำแหง ณ ราชสีมา,117,54,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
6E55E960-B595-43BC-BB0E-A56438F9386D,รวมพลังประชาชาติไทย,นางสาว,รสสุคนธ์,ศรีมณีเลิศ,118,60,ปริญญาโท,หุ้นส่วน หจก.ร้อยล้านโฆษณา,ประกาศ
E1FB5F0D-08D2-42C1-A0B7-6444E2601747,รวมพลังประชาชาติไทย,นาย,เขมชาติ,คณาภูเศรษฐ์,119,61,ปริญญาโท,ที่ปรึกษากฎหมายและนักวิชาการอิสระ,ประกาศ
68F51842-2E67-49F3-A758-3643EBC73BEF,รวมพลังประชาชาติไทย,นางสาว,จารุวรรณ,ทองศรี,120,52,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
17A16A97-BC1B-4DA9-80BD-859B3A4BC051,รวมพลังประชาชาติไทย,นาย,ณัฏฐชัย,ขวัญเมือง,121,53,ปริญญาโท,เกษตรกร,ประกาศ
81D4343A-AF90-46B1-A59C-21C09973637A,รวมพลังประชาชาติไทย,นางสาว,วรรณศิริ,ทองทา,122,60,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
F97F20AE-DCD0-44D0-BB33-94857F01A305,รวมพลังประชาชาติไทย,นาย,รัฐนันท์,พงศ์วิริทธิ์ธร,123,40,ปริญญาเอก,ธุรกิจส่วนตัว,ประกาศ
24BD5BA0-939E-4116-94A9-486E96073047,รวมพลังประชาชาติไทย,นางสาว,ดาราวรรณ,คล้ายก้าน,124,27,ปริญญาตรี,พนักงานบริษัท,ประกาศ
285B60F9-BCC5-4474-A730-F0E00F8BDA45,รวมพลังประชาชาติไทย,นาย,ณิชพน,อินบุญ,125,57,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
223CA561-9535-45C4-A072-68D5738B889D,รวมพลังประชาชาติไทย,นางสาว,แอนนา,คำนุ,126,38,ปริญญาตรี,พนักงานบริษัท,ประกาศ
1D440A46-D07C-422E-99D1-EABF5B6818B8,รวมพลังประชาชาติไทย,นาย,หลง,ศรีพรมมา,127,51,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
59B54725-6804-4EAF-A5C6-9008A8B07913,รวมพลังประชาชาติไทย,นางสาว,อัจฉราภรณ์,กำจรกิตติคุณ,128,32,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
48761FF3-7FEE-47C4-8F87-F820557B45F3,รวมพลังประชาชาติไทย,นาย,อนุชา,ปุญญปีติมา,129,30,ต่ำกว่าปริญญาตรี,-,ประกาศ
A8B2DCAF-DC78-464E-9BDD-16270270EBB3,รวมพลังประชาชาติไทย,นางสาว,กรรณิการ์,อินทรีย์,130,32,ปริญญาตรี,พนักงานบริษัท,ประกาศ
9257F9D0-3ED6-4595-902E-5535498215AC,รวมพลังประชาชาติไทย,นาย,อดิรถ,วรแสน,131,26,ปริญญาตรี,พนักงานบริษัท,ประกาศ
76958306-CE85-4667-ABAB-6D1AB382E322,รวมพลังประชาชาติไทย,นางสาว,ขวัญนภา,ม่วงจู,132,29,ต่ำกว่าปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
A619413F-5853-4EEB-A04D-94CE05281688,รวมพลังประชาชาติไทย,นาย,ธันยพงศ์,ฉันงูเหลือม,133,32,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
2ED0500C-FE4A-42F8-813B-E6C69E9B881E,รวมพลังประชาชาติไทย,นางสาว,ศิรินารถ,พรหมเงิน,134,42,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
6BD5B511-008D-4D14-90D3-5921385CE218,รวมพลังประชาชาติไทย,นาย,ดิเรก,วิเศษสิงห์,135,55,ต่ำกว่าปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
81532694-73F7-4A7C-9AA0-CA2EA34F7E18,รวมพลังประชาชาติไทย,นางสาว,ศิริพร,นิลบุตร,136,43,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
F6DFC5D9-E867-4878-86A9-CD7717EC0DC4,รวมพลังประชาชาติไทย,นาย,ศักดา,โพธิ์เงินงาม,137,44,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
D43F8CAF-3F9E-40BF-AC8A-16C87B27BE46,รวมพลังประชาชาติไทย,นางสาว,วรรณวลี,อุดมสุข,138,40,ปริญญาตรี,พนักงานบริษัท,ประกาศ
D15DEE32-6B35-40E7-B3C8-BECF1179CE2F,รวมพลังประชาชาติไทย,นาย,สร้อย,อารีช่วย,139,48,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
6160F5FE-F814-4675-A428-320EED46815D,รวมพลังประชาชาติไทย,นางสาว,ขันทอง,บุตรน้อย,140,39,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
DEBD2151-FAEC-4472-BE8A-78457F32AAD8,รวมพลังประชาชาติไทย,นาย,สมโพช,ภูฆัง,141,42,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
65091570-83CB-4886-B8FF-2024DC30A695,รวมพลังประชาชาติไทย,นางสาว,ภาวิณี,รัชตรุ่งโรจน์กุล,142,25,ปริญญาตรี,พนักงานบริษัท,ประกาศ
FF1BDCE3-BD0B-4B79-9E24-735684B27C75,รวมพลังประชาชาติไทย,นาย,องค์รวม,พอเพียงบูรณาเลิศ,143,64,ต่ำกว่าปริญญาตรี,"ทำธุรกิจส่วนตัว , ดูแลคุณแม่ที่ป่วยมา 18 ปี",ประกาศ
23F6AF63-71F6-4EC6-A41A-0EC1956C6423,รวมพลังประชาชาติไทย,นางสาว,ธนพร,กันทะตุล,144,49,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
E21033C2-7A66-4387-AA9D-A5408B8B749F,รวมพลังประชาชาติไทย,นาย,สมพงษ์,สุวรรณคู,145,62,ปริญญาโท,อิสระ,ประกาศ
96AFC430-8C1A-4A72-88C7-A6DDBCAAB0D7,รวมพลังประชาชาติไทย,นาง,ศรัญญู,ภูฆัง,146,35,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
D9A7A559-FB3C-45A6-8BDD-C5503D2BC463,รวมพลังประชาชาติไทย,นาย,สมนึก,เจริญผล,147,62,ปริญญาตรี,พนักงานเจ้าหน้าที่บริษัท,ประกาศ
BFE1DC02-AADB-4D65-8E29-01271B90DD1F,รวมพลังประชาชาติไทย,นางสาว,วัลลิกา,มาลา,148,31,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
33A5C76C-7BB0-4EA9-9962-2D5CD9142F66,รวมพลังประชาชาติไทย,นาย,สตางค์,วงศ์รอด,149,55,ปริญญาตรี,รับจ้าง,ประกาศ
C2790B59-C959-4328-9722-4E31C9FF58F6,รวมพลังประชาชาติไทย,นางสาว,อำพัน,เกษรมาลา,150,28,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
25541206-F6EB-4B71-B9AD-C39268E1B853,รักษ์ผืนป่าประเทศไทย,นาย,ดำรงค์,พิเดช,1,67,ปริญญาโท,อธิบดีกรมการอุทธยานแห่งชาติ สัตว์ป่า และพืชพันธ์,ประกาศ
DA534530-00B8-458B-9331-D56CFA3C855C,รักษ์ผืนป่าประเทศไทย,นาย,ยรรยงก์,ถนอมพิชัยธำรง,2,79,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
19BBE39A-DA27-41DB-8C34-1E7BB7C740A3,รักษ์ผืนป่าประเทศไทย,นาย,สิทธิกร,วิสิทธิ์พานิช,3,54,ปริญญาตรี,ืทนายความ,ประกาศ
6592818A-3BD2-441D-8971-C17D31A8366C,รักษ์ผืนป่าประเทศไทย,นาย,บุญมี,สรรพคุณ,4,58,ปริญญาตรี,ข้าราชการพลเรือน,ประกาศ
3E0E26CC-2A70-4E08-B1AB-71F1BAE172A4,รักษ์ผืนป่าประเทศไทย,นาย,สว่าง,เฟื่องกระแสร์,5,64,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
FF1315F7-BCC1-44B1-AE52-A99C37AFF13C,รักษ์ผืนป่าประเทศไทย,นาง,พิมพา,วู๊ดจาฮัสกี้,6,47,ปริญญาตรี,ครูสอนศาสนา,ประกาศ
2A385F9C-D1FB-437B-8715-0310FDC1A57B,รักษ์ผืนป่าประเทศไทย,นาย,สุชิน,เพียรทอง,7,63,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
37E8868E-9882-4351-8D21-84F4E4E6BA73,รักษ์ผืนป่าประเทศไทย,นาย,มโนพัศ,หัวเมืองแก้ว,8,66,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
7CF02B70-3B5D-4D50-B396-89111E77F95E,รักษ์ผืนป่าประเทศไทย,นาย,สำราญ,รักชาติ,9,69,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
37B1041F-71CE-4180-B547-0A8846FD91F3,รักษ์ผืนป่าประเทศไทย,นาย,เขมชาติ,ฉัตรแก้ว,10,60,ปริญญาโท,รับราชการ,ประกาศ
11A307C6-8C3A-4317-B6A2-CB7CAF5DAC67,รักษ์ผืนป่าประเทศไทย,ร้อยตำรวจโท,สุวิน,พรมมา,11,62,ปริญญาตรี,ข้าราชการตำรวจ,ประกาศ
3C822825-FEF6-4C6D-862B-7A4E5C92481A,รักษ์ผืนป่าประเทศไทย,นาย,อำนาจ,อึงขจรกุล,12,66,ปริญญาตรี,รับราชการ,ประกาศ
FBD175CA-B484-4E3F-8782-A91F90E26855,รักษ์ผืนป่าประเทศไทย,ว่าที่ร้อยโท,ชัชชาญชัญ,จันทรโชติสวัสดิ์,13,38,ปริญญาตรี,ผู้บริหารวางแผนการเงินฯ,ประกาศ
0C1DCA74-132B-4917-88F5-3EC92EBE4F6B,รักษ์ผืนป่าประเทศไทย,นาย,จิรศักดิ์,รงค์บัญฑิต,14,62,ปริญญาเอก,นำร่องการอิสระ,ประกาศ
5DCBFBF9-F12A-4803-BE0A-BCA2F9B5A149,รักษ์ผืนป่าประเทศไทย,นาย,พงษ์ศักดิ์,กันทุกข์,15,31,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
7C5BFFEE-8170-4CEB-8246-D2EF76B32470,รักษ์ผืนป่าประเทศไทย,นาย,วิชิต,แซ่เลา,16,57,ต่ำกว่าปริญญาตรี,เป็นช่างไฟฟ้า บริการ,ประกาศ
C26BE01B-4A40-4F86-B265-DE77D782858D,เศรษฐกิจใหม่,นาย,มิ่งขวัญ,แสงสุวรรณ์,1,67,ปริญญาตรี,ที่ปรึกษาธุรกิจ,ประกาศ
E5919653-15DB-447E-8D7D-CB3DC6B20E7B,เศรษฐกิจใหม่,นาย,สุภดิช,อากาศฤกษ์,2,51,ปริญญาโท,ลูกจ้าง,ประกาศ
FFFE5E32-2FAB-4AA9-ABC6-1DAB33FE892C,เศรษฐกิจใหม่,นาย,นิยม,วิวรรธนดิฐกุล,3,62,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
DC6A83C3-276A-470D-8184-7C059A6218EC,เศรษฐกิจใหม่,นาย,ภาสกร,เงินเจริญกุล,4,50,ปริญญาโท,ลูกจ้าง,ประกาศ
61731726-7E69-4CE5-8E5B-E19530640B34,เศรษฐกิจใหม่,นาย,มนูญ,สิวาภิรมย์รัตน์,5,53,ปริญญาเอก,ที่ปรึกษา / วิศวกร,ประกาศ
D5DBB9A8-4148-4221-A4B5-5A0962A89A60,เศรษฐกิจใหม่,นาง,มารศรี,ขจรเรืองโรจน์,6,55,ปริญญาตรี,พนักงานบริษัท,ประกาศ
B32450E0-FD2E-4FD0-A0C8-EEF098A9F003,เศรษฐกิจใหม่,นาง,น้ำเพชร,บุญธาราม,7,56,ต่ำกว่าปริญญาตรี,ธุรกิจโรงแรม,ไม่ประกาศ
9B17FD59-D191-4C0F-811F-39D2E841B5D1,เศรษฐกิจใหม่,นางสาว,จิราพร,นาคดิลก,8,37,ปริญญาตรี,พนักงานบริษัท,ประกาศ
7FD0D74C-3896-4231-81BC-50E9F1DD7D0B,เศรษฐกิจใหม่,นาย,พิชัย,ขจรเรืองโรจน์,9,55,ปริญญาตรี,เจ้าของธุรกิจ,ประกาศ
4E7AF6B4-C3B0-4D6B-994D-65D1BEF274A2,เศรษฐกิจใหม่,นางสาว,อาทิตยา,อะนะฝรั่ง,10,25,ปริญญาตรี,นักศึกษา,ประกาศ
465414DC-1045-4CF3-8F80-A8EE42AD35FB,เศรษฐกิจใหม่,นาง,มยุรา,ชุมภูนท์,11,56,ปริญญาตรี,พนักงานบริษัท,ประกาศ
11414547-EF1A-4985-BEEE-ADE6DCB1825B,เศรษฐกิจใหม่,นาง,อนัญญา,ปัสนานนท์,12,67,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
2F2D2B6E-7182-4B5D-AA0E-D8CB412FA266,เศรษฐกิจใหม่,ร้อยตำรวจโท,ชัชพิมุข,พงษ์พจน์พิพัฒน์,13,62,ปริญญาตรี,รับราชการ,ประกาศ
BEF9A1DD-9951-463F-8CCD-A033A8F4A63F,เศรษฐกิจใหม่,นาย,วิฑูรย์,นามคุณ,14,54,ปริญญาโท,ทนายความ,ประกาศ
656EEF8C-751E-4601-A0BD-0B39A162BCFB,เศรษฐกิจใหม่,นาย,เนติภูมิ,ริยาพันธ์,15,25,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
BB1B20AD-C07B-4245-9345-5559966AB53B,เศรษฐกิจใหม่,นาย,พรพจน์,เจริญทั้งศิลปชีพ,16,28,ต่ำกว่าปริญญาตรี,นักการตลาด,ประกาศ
F8E54EB6-5834-4FD7-AE2C-E2043D454530,เศรษฐกิจใหม่,นาย,อภิวัฒน์,อากาศฤกษ์,17,61,ปริญญาตรี,รับจ้าง,ประกาศ
87B04CDB-DDA8-410F-8524-5A45EB1223E9,เศรษฐกิจใหม่,นางสาว,ปัทมาภรณ์,แสงดี,18,38,ปริญญาตรี,พนักงานบริษัท,ประกาศ
F9F21BF4-812A-487D-9A8F-717580C91F13,เศรษฐกิจใหม่,นาย,ไพรัตน์,ชุมภูนท์,19,58,ปริญญาตรี,รับจ้างอิสระ,ประกาศ
6B73E34F-193C-4098-B9DE-5D768D543DE1,เศรษฐกิจใหม่,นาย,สมชาย,ปานพรหมมินทร์,20,45,ปริญญาโท,พนักงานบริษัท,ประกาศ
E5200A1D-8D0B-4460-A650-EE236F1D1A18,เศรษฐกิจใหม่,นาย,ชัชวาฬ,ชาวนา,21,36,ต่ำกว่าปริญญาตรี,นักธุรกิจ,ประกาศ
43E28A5A-55A7-49D7-8181-7EB983B167B5,เศรษฐกิจใหม่,นาย,นครินทร์,บุญพารอด,22,59,ปริญญาตรี,กรรมการผู้จัดการบริษัทเอกชน,ไม่ประกาศ
7FADE826-579E-4224-9AE4-69B96316C23B,เศรษฐกิจใหม่,นาย,สุขสันติ์,เกษตรกาลาม์,23,56,ปริญญาตรี,ธุรกิจส่วนตัว,ไม่ประกาศ
25809407-0DB7-4EFD-B3E3-7D20D02E3909,เศรษฐกิจใหม่,นาย,วัชรพงศ์,ชัยรามัน,24,53,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
03E1258A-D640-47A7-BCEC-599C7A7E5859,เศรษฐกิจใหม่,นาย,ณัฐพล,เนื่องชมภู,25,62,ปริญญาเอก,ข้าราชการบำนาญ,ประกาศ
E72E2A2C-ED7E-44AB-9252-39D58B640942,เศรษฐกิจใหม่,นาย,ฮงค์ฑัย,แซ่ตัน,26,31,ปริญญาเอก,ที่ปรึกษา,ประกาศ
EA451945-FE7E-4158-ACDD-939A61E66CFB,เศรษฐกิจใหม่,พันตำรวจเอก,รักษิต,ศักดิ์ผิวฝาด,27,59,ปริญญาโท,รับราชการตำรวจ,ประกาศ
5DD66AEC-63C6-4BE2-B2B0-0F05DFE4EFC7,เศรษฐกิจใหม่,นาย,สถาพร,คงศิริไพศาล,28,36,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
D7679F58-8DC1-4123-8793-3AD02B67942E,เศรษฐกิจใหม่,นาย,สมยศ,แสงสุวรรณ,29,65,ปริญญาเอก,ผู้บริหารองค์กร,ประกาศ
80E8F4AC-CF38-431B-AA9F-A71B669CAC4C,เศรษฐกิจใหม่,นาย,ปณิธาน,เพ็ญสาดแสง,30,39,ปริญญาเอก,ที่ปรึกษา PTS Inter Group,ประกาศ
ADEBC143-94B5-4A42-BBAB-A0367B22892D,เศรษฐกิจใหม่,นาย,บุญเลิศ,เหลียงกอบกิจ,31,53,ปริญญาตรี,รับจ้าง,ประกาศ
50A4489C-2643-447A-91C8-9E18D4A946D0,เศรษฐกิจใหม่,นาย,ประพันธ์,เอี่ยมศิริ,32,51,ปริญญาโท,นักธุรกิจ,ประกาศ
69861855-0BC8-4D91-B7F4-5A7443CD2D01,เศรษฐกิจใหม่,นาย,ประสพ,บุษราคัม,33,77,ปริญญาตรี,ทนายความ,ประกาศ
9AF1A87F-B7B6-48BC-A9F0-63B93D702512,เศรษฐกิจใหม่,นาย,กฤษ,ภัทรวรโยธิน,34,39,ปริญญาตรี,นักร้องอิสระ,ประกาศ
56EEEFB3-6D76-4073-9E89-738F45203AD2,เศรษฐกิจใหม่,นาย,ฐกฤต,จันทร์แก้ว,35,61,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
C65905E4-CE09-4022-A5F5-0B5CC6746410,เศรษฐกิจใหม่,นาง,กชกร,ภูมิลักษณ์,36,42,ต่ำกว่าปริญญาตรี,ผู้จัดการบริษัท,ประกาศ
C2AA8448-BE45-481E-9C35-E8C54C899108,เศรษฐกิจใหม่,นาย,ชัชวาล,ทรัพย์สาร,37,41,ต่ำกว่าปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
B8857CAB-863D-44BD-954F-9D4F9A70A6A4,เศรษฐกิจใหม่,นาย,รีกรือลี,เจะแว,38,45,ปริญญาโท,นักธุรกิจ,ประกาศ
A112C7E6-BDEC-49B7-BD2E-39C0E87F606F,เศรษฐกิจใหม่,นาย,ไพโรจน์,ทองคำ,39,62,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
368E4735-C705-4BEF-8E01-F0C4FEAE6BA2,เศรษฐกิจใหม่,นาง,อุทัยทิพย์,เปราะแดง,40,72,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
