GUID,จังหวัด,เขตเลือกตั้ง,เลขที่ใบรับใบสมัคร,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ชื่อพรรค,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
A7C84D93-03FC-4FAD-983A-B302D152FF0B,ชัยภูมิ,3,31,นาย,วีระ,ถนอมธรรม,ประชาไทย,62,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
259DC289-59A0-4350-9B79-735638859443,ชัยภูมิ,3,32,นางสาว,ปิยพร,ดวงจันทร์,พลังประชาธิปไตย,48,ต่ำกว่าปริญญาตรี,แม่บ้าน,ประกาศ
0BD56CD7-084A-41A0-B831-B22EF8887C5D,ชัยภูมิ,3,33,นาย,เอกวุฒิ,พุทธแสน,ผึ้งหลวง,48,ปริญญาตรี,รับราชการตำรวจ,ประกาศ
D92415F8-DF5F-4746-ACF7-379111ED83D4,ชัยภูมิ,3,34,นางสาว,อมราพร,ไพรวัลย์,พลังศรัทธา,40,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
BA589F32-BF00-4AE7-8E58-0F30718B7EF6,ชัยภูมิ,3,35,นาย,สมพงค์,เวียงแก้ว,แทนคุณแผ่นดิน,55,ต่ำกว่าปริญญาตรี,ทำสวน,ประกาศ
065E339C-0225-43FA-943D-2E6C60AF644A,ชัยภูมิ,3,36,นางสาว,นุชฤทัย,พยัคฆพล,ไทรักธรรม,50,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
9E182439-C87A-4DF8-890E-1C9CD968CB59,ชัยภูมิ,4,1,นาย,ชยนนท์,คำเบ้า,ประชาธิปัตย์,45,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
5E651AAD-3A1C-4949-A09D-5B705D52F45B,ชัยภูมิ,4,2,นาย,บุญทัน,ฝาชัยภูมิ,รักษ์ผืนป่าประเทศไทย,58,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
08D24C6F-CE21-4B2B-994A-E405E6C24CB5,ชัยภูมิ,4,3,นาย,วิชิต,วรสิงห์,ทางเลือกใหม่,46,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
A2031D4E-1CE6-42AD-828E-3C4C8AE5ED8B,ชัยภูมิ,4,4,นาย,ปิติภูมิ,พึ่งภูมิ,ภูมิใจไทย,40,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
D3FAA19D-5E8D-4F6B-A68C-C5A72F15B843,ชัยภูมิ,4,5,นาย,วิสิฏฐ์,ฦานาม,ประชานิยม,60,ปริญญาตรี,ข้าราชการครู,ประกาศ
422C9F38-D7C1-4B49-B105-3EDBFE48FA50,ชัยภูมิ,4,6,นางสาว,คณารัตน์,พรมเดื่อ,เพื่อนไทย,32,ปริญญาตรี,ครูผู้สอนเด็กปฐมวัย,ไม่ประกาศ
9FBD35D8-ACEC-4492-9770-E856DAB5FFA2,ชัยภูมิ,4,7,นาย,สุขสันต์,ชื่นจิตร,พลังประชารัฐ,50,ปริญญาตรี,สมาชิกองค์การบริหารส่วนจังหวัดชัยภูมิ,ประกาศ
420FF3F7-718A-4956-BBA2-790870E69287,ชัยภูมิ,4,8,นาง,สุเนตร์,หิรัญเกิด,ไทยธรรม,48,ต่ำกว่าปริญญาตรี,แม่บ้าน,ประกาศ
ABFC2241-CF0D-41C7-9F37-8C1E59360ED9,ชัยภูมิ,4,9,นาย,มานะ,โลหะวณิชย์,เพื่อไทย,61,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
A511AABB-9564-4C3E-B4E5-D3296DC72B59,ชัยภูมิ,4,10,นาย,นล,ฦๅชา,ประชาภิวัฒน์,43,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
0E58775C-42BB-43DB-B096-15EEE5F4ACD9,ชัยภูมิ,4,11,นาย,ราชัน,วรรณจงคำ,พลังท้องถิ่นไท,54,ปริญญาโท,ค้าขาย,ประกาศ
C807FBCE-4415-4309-A7F1-A9A7B5FA82F6,ชัยภูมิ,4,12,นาย,บุญมี,พ่อยอดรัก,เสรีรวมไทย,43,ปริญญาตรี,ค้าขาย,ประกาศ
FA1CE5D9-F197-4E02-828C-22F4DA7D5474,ชัยภูมิ,4,13,นาง,นิตยา,มะโนชัย,พลังแรงงานไทย,52,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
63178EB5-47EF-4178-BA02-824558ED0668,ชัยภูมิ,4,14,นาย,จรัญ,ชูช่วย,ประชาชนปฏิรูป,47,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
36A01CC5-E3B8-4226-A90E-31DC88218B46,ชัยภูมิ,4,15,นาง,รัฐภัทร์,เบ้าทุมมา,อนาคตใหม่,53,ปริญญาตรี,รับราชการ,ประกาศ
5140CEC5-BE12-46BB-AF37-3D4C50DBACCC,ชัยภูมิ,4,16,นางสาว,ศิริกาญน์,เพชรล้ำ,รวมพลังประชาชาติไทย,25,ปริญญาตรี,พนักงานบริษัทเอกชน,ประกาศ
2878C72C-A5B5-4A7D-AC34-DD275AD374F5,ชัยภูมิ,4,17,นางสาว,กรองแก้ว,ฦาชา,ชาติพัฒนา,54,ปริญญาตรี,ข้าราชการ,ประกาศ
49C787E0-4E01-4B30-963F-D95BA91963C1,ชัยภูมิ,4,18,นาย,ชัยชาญ,จรรย์โกมล,ชาติไทยพัฒนา,55,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
06F7E739-96FB-440E-B4F0-B58DB37181C2,ชัยภูมิ,4,19,นาย,บุญเรือง,ไชยสงค์,ประชาธิปไตยใหม่,65,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
E181C9A4-5351-4F3A-8CDA-48BEFD11D3F8,ชัยภูมิ,4,20,นาย,ไพฑูรย์,พูนประสิทธิ์,พลังปวงชนไทย,62,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
491A44BF-E8DF-451F-BC2D-0ACBC07B40F0,ชัยภูมิ,4,21,นาย,สุพิน,เวฬุวัน,เพื่อแผ่นดิน,68,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
B70207F3-0646-4B49-9ADC-D65B83B9FAC6,ชัยภูมิ,4,22,นาย,ปราโมทย์,อาราษฎร์,เศรษฐกิจใหม่,40,ปริญญาโท,รับราชการ,ประกาศ
A43875B6-34CA-41B3-95D5-5D9009DBD337,ชัยภูมิ,4,23,นาย,สนธยา,สีน้ำย้อม,ประชากรไทย,44,ปริญญาตรี,รับจ้าง,ประกาศ
8F74C1CE-0F5E-4D68-BD3A-E38B8FB7E195,ชัยภูมิ,4,24,นาย,มงคล,พรมเดื่อ,พลเมืองไทย,47,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
DFD6F565-9CD5-4C0C-8511-E11AC820A735,ชัยภูมิ,4,25,นาย,วรวรรธน์,จันทร์ทรานราศรี,ประชาชาติ,58,ปริญญาโท,ข้าราชการการเมือง,ประกาศ
1EFCA127-E88B-44DB-847C-22354E32C6E8,ชัยภูมิ,4,26,นาย,ทรงศักดิ์,มุ่งวิชา,ครูไทยเพื่อประชาชน,78,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
E8F74B2D-AF63-45E1-BC1E-8380C1B621E2,ชัยภูมิ,4,27,นาย,สมประสงค์,พงศ์ธีระดุลย์,ไทยรักษาชาติ ,61,ปริญญาตรี,ค้าขาย,ประกาศ
DE97AC7E-D8F2-4537-A3AA-741A91D46D46,ชัยภูมิ,4,28,นาย,ณัฐพงษ์,พรมจมร,มหาชน,26,ต่ำกว่าปริญญาตรี,พนักงานโรงงาน,ประกาศ
70037981-05F1-42B8-BD65-BF83149B613A,ชัยภูมิ,4,29,นาย,นิคม,วงษ์ดินดำ,ประชาธรรมไทย,49,ปริญญาโท,นักวิชาการอิสระ,ประกาศ
E101F432-223B-4DA3-A42F-FF11F0844635,ชัยภูมิ,4,30,นาย,สวัสดิ์,ปานจำรูญ,พลังไทสร้างชาติ,71,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
112D3DBF-FA4D-4096-B332-9807D5853120,ชัยภูมิ,4,31,นาย,สมาน,สุธรรมาภิวัฒน์,เพื่อชาติ,62,ปริญญาโท,นายกองค์การบริหารส่วนตำบล,ประกาศ
41EE0BBD-4FCD-4C1D-996E-8CCAF24C6399,ชัยภูมิ,4,32,นาย,ปัญญา,จันทะสุทโท,ผึ้งหลวง,40,ปริญญาตรี,เกษตรกรรม,ประกาศ
A0EBF496-3754-40F8-9FE5-6F871D544369,ชัยภูมิ,4,33,นาง,เกษร,บุราณ,พลังศรัทธา,47,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
EA73AE3A-D0E8-4A2E-A3FE-8332095BAF9E,ชัยภูมิ,4,34,นาย,ปัญญา,ทะนารี,พลังชาติไทย,61,ปริญญาตรี,ข้าราชการครู,ประกาศ
FA21FADB-1B5B-4D43-A72D-5F4F65E42EBE,ชัยภูมิ,4,35,นางสาว,พิมพ์นภา,จรัสกาย,แทนคุณแผ่นดิน,34,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
6C790730-CD59-405D-B606-BAD0E9FBE1B5,ชัยภูมิ,4,36,นาย,ประดิษฐ์,ภิรมย์ไกรภักดิ์,รักท้องถิ่นไทย,63,ปริญญาโท,ข้าราชการครู,ประกาศ
4467CC88-F352-48F8-932E-A24236D23CF9,ชัยภูมิ,4,37,นาย,สุเทพ,เนาว์โอโล,ไทรักธรรม,57,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
E9D5E207-DDB1-4468-91D9-5005253ADE8F,ชัยภูมิ,5,1,พันตำรวจโท,เฉลิม,ฦๅชา,เศรษฐกิจใหม่,59,ปริญญาตรี,รับราชการตำรวจ,ประกาศ
79ED77FD-9C85-4E5C-BA12-7844F6C2AB70,ชัยภูมิ,5,2,นาย,รฐนนท์,เชื้อสามารถ,พลังไทยรักไทย,59,ปริญญาโท,รับราชการ,ประกาศ
DFF6DC1D-1675-4F03-9290-10180A8BBB58,ชัยภูมิ,5,3,นาย,เสถียร,เที่ยงตรง,ประชาธิปัตย์,58,ปริญญาตรี,รองนากเทศมนตรีตำบลบ้านเพชรภูเขียว  จังหวัดชัยภูมิ,ประกาศ
ABAB1ADC-CF1F-403C-853C-63F7335D20C4,ชัยภูมิ,5,4,นาย,นพดล,แกมคำ,ประชาชาติ,52,ปริญญาตรี,รับราชการ,ประกาศ
A5620D57-DA2F-4E18-8991-97FD46527775,ชัยภูมิ,5,5,ร้อยตำรวจโท,ชาติภูมิ,ทวีสัตย์,ไทยธรรม,61,ต่ำกว่าปริญญาตรี,รับราชการ,ประกาศ
F9FEAEA2-EBBC-4A25-B0DC-4C9B0C492BE8,ชัยภูมิ,5,6,นาง,อรนุช,ผลภิญโญ,อนาคตใหม่,46,ปริญญาตรี,เอ็นจีโอ,ประกาศ
F290F225-4168-4BB5-934B-F044F96E17B2,ชัยภูมิ,5,7,นาย,สมาส,แก้วจิรพันธ์,รักษ์ผืนป่าประเทศไทย,61,ต่ำกว่าปริญญาตรี,-,ประกาศ
4A3FF43B-BFE2-4F19-BCC0-B3BAC7BCC787,ชัยภูมิ,5,8,นาย,มนตรี,แก้วกำมา,ประชานิยม,63,ปริญญาโท,รับราชการครู,ประกาศ
0F7389D1-3660-47B0-BB19-1983AC82BBB9,ชัยภูมิ,5,9,นาย,บุญเลิศ,ตลับทอง,พลังธรรมใหม่,41,ปริญญาตรี,ผู้ให้บริการนวดแผนไทยเพื่อสุขภาพ,ประกาศ
49FCFE36-8370-4030-8774-1BCDE9097D43,ชัยภูมิ,5,10,นาย,สมชัย,ชัยมาตร์,เพื่อนไทย,61,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ไม่ประกาศ
936BB36E-1F44-4ECB-9419-D06B00B5D8D2,ชัยภูมิ,5,11,ว่าที่ร้อยตรี,ธาดา,รัตนาธิวัฒน์,เสรีรวมไทย,50,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
064E9162-1A58-4193-ADCC-FAFC662B2BB6,ชัยภูมิ,5,12,นาย,พศิน,แก้วสารภูมิ,ชาติพัฒนา,50,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
F24CA5D6-EB27-473D-8B3C-8999B39A3B3F,ชัยภูมิ,5,13,นาง,พรเพ็ญ,บุญศิริวัฒนกุล,เพื่อไทย,63,ปริญญาตรี,นักการเมือง,ประกาศ
48A2D59F-B0FC-4B7D-9ADD-F69FD858AB8D,ชัยภูมิ,5,14,นาย,จักรพงษ์,เชื้อไพบูลย์,ประชาไทย,53,ปริญญาโท,สมาชิกสภาองค์การบริหารส่วนจังหวัด,ประกาศ
87B16C5A-DAD7-4FE5-946D-BA1A478B50F5,ชัยภูมิ,5,15,นาย,ประทีป,พลมณี,เพื่อคนไทย,66,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
7194771C-58F8-4B3D-AF11-26D3252B9149,ชัยภูมิ,5,16,นาย,เชวงศักดิ์,เร่งไพบูลย์วงษ์,ภูมิใจไทย,53,ปริญญาตรี,ทนายความ,ประกาศ
33C56182-EA4E-450D-8871-1A02D01F49B9,ชัยภูมิ,5,17,นาย,บรรเจิด,นราพล,พลังท้องถิ่นไท,38,ปริญญาโท,ครูเอกชน,ประกาศ
1BE0DB22-7A06-4EF3-9907-60F2EC312DAB,ชัยภูมิ,5,18,นาย,พีระพล,ติ้วสุวรรณ,พลังประชารัฐ,59,ปริญญาตรี,สมาชิกสภาองค์การบริหารส่วนจังหวัดชัยภูมิ,ประกาศ
320A76D1-F5F7-4194-B450-03F22F70F440,ชัยภูมิ,5,19,นาง,กงใจ,จรัสพันธ์,ประชาภิวัฒน์,57,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
4CC1D8C5-0175-49DD-A94E-67D3400B9F98,ชัยภูมิ,5,20,นาย,ชวลิต,เหล่าอูด,รวมพลังประชาชาติไทย,54,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
7944FF86-03F1-4EF4-BEB9-62C9F4888FF8,ชัยภูมิ,5,21,นาย,สายยนต์,พรมคุณ,เพื่อแผ่นดิน,62,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
60AC4854-01ED-4DA1-AC13-2DA117C00406,ชัยภูมิ,5,22,นางสาว,กรุงรัตน์,รถเพชร,ประชาชนปฏิรูป,36,ปริญญาตรี,ทนายความ,ประกาศ
A8BEE9B5-1FD0-4E52-87CC-29C962439AEC,ชัยภูมิ,5,23,นาย,ชัยยุทธ,จรรย์โกมล,ชาติไทยพัฒนา,56,ปริญญาโท,วิศวกรโยธา,ประกาศ
9C650328-AF62-4220-9A6C-8830736E8C1E,ชัยภูมิ,5,24,นาย,สาคร,เพิ่มพูน,เพื่อชาติ,62,ปริญญาตรี,ทนายความ,ประกาศ
5F6BE360-8772-4918-A313-5BFB0A517980,ชัยภูมิ,5,25,นาย,ปัญญา,โสโพธิ์ทอง,ประชาธิปไตยใหม่,49,ปริญญาตรี,เกษตรกรรม,ประกาศ
8742574A-7C90-4565-A43B-51634A17AF56,ชัยภูมิ,5,26,นาย,ประเสริฐ,บุญโยธา,ทางเลือกใหม่,63,ปริญญาตรี,ข้าราชการครู,ประกาศ
2CADFD83-1EB6-4321-9C44-A0784F29DAA2,ชัยภูมิ,5,27,นาย,ศรีปราโมทย์,ปริเตนัง,ประชากรไทย,46,ปริญญาตรี,ครู กศน.จ.ชัยภูมิ,ไม่ประกาศ
45798F15-C9AE-4F30-8614-107866FB8883,ชัยภูมิ,5,28,นาย,เศรษฐพงศ์,สุวรรณบน,พลเมืองไทย,44,ปริญญาตรี,นักวิชาการอิสระ,ประกาศ
C4AA0C58-06B2-439F-A82C-0DDA455CA74B,ชัยภูมิ,5,29,นางสาว,รุ่งธิวา,ต่อพันธุ์,มหาชน,27,ต่ำกว่าปริญญาตรี,พนักงานบริษัท,ประกาศ
A42E1601-429F-486E-8F93-0FED42DE0488,ชัยภูมิ,5,30,นาย,เทพอุดม,ภิญโญศรี,ครูไทยเพื่อประชาชน,55,ปริญญาตรี,เกษตรกร,ประกาศ
01114E2A-CC78-4B0D-B390-71CC84B66A65,ชัยภูมิ,5,31,นาย,ประดิษฐ์,หีบปัสสา,ประชาธรรมไทย,59,ปริญญาตรี,ข้าราชการครู,ประกาศ
198DE6CD-1006-4C7A-B639-A69852FC9D2C,ชัยภูมิ,5,32,นางสาว,สุรัญญี,มุ่งจันทึก,พลังไทสร้างชาติ,37,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
E58F16F5-BF87-4424-9BF5-64BECC64A68F,ชัยภูมิ,5,33,นางสาว,สุภร,สวัสดิ์ศรี,ไทยรักษาชาติ ,46,ปริญญาโท,ครูสำนักงานพุทธ (ลูกจ้าง),ประกาศ
37FC1DC2-C769-4D81-A09D-4F218BA68373,ชัยภูมิ,5,34,นาย,บุญทัน,บุสทิพย์,พลังชาติไทย,52,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
9F6643AA-81A0-4259-9D6B-7CB29AEB2185,ชัยภูมิ,5,35,นาย,ประกิจ,อุเทน,ภาคีเครือข่ายไทย,63,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
27D1B06C-231A-4AF9-AD81-49E7A19DFDEA,ชัยภูมิ,5,36,นาง,นิภาพร,เพ็งคุ้ม,พลังรัก,65,ต่ำกว่าปริญญาตรี,รับจ้าง,ประกาศ
F145AA1E-A511-46B2-B11B-BDB521DA2718,ชัยภูมิ,5,37,นาย,ธนวรรธน์,ตรีศูนย์,พลังประชาธิปไตย,53,ปริญญาโท,อาจารย์ประจำมหาวิทยาลัย,ประกาศ
B966691A-A324-47DF-AB5B-0967B6A2E59C,ชัยภูมิ,5,38,นาย,ประยนต์,นวลอนันต์,ผึ้งหลวง,66,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
A560E953-55C3-4762-948D-236F19968B60,ชัยภูมิ,5,39,นาย,ศักดิ์ดาวุฒิ,ทันไธสง,แทนคุณแผ่นดิน,40,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
BCE24B37-334D-484C-84A4-615207DA280B,ชัยภูมิ,5,40,นางสาว,สุภาภรณ์,เหลืองดี,ไทรักธรรม,51,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
5926D945-9B3A-4370-B8D6-C1F113E2EB02,ชัยภูมิ,6,1,นาง,กชกร,อุ้ยปัชฌาวงศ์,พลังไทยรักไทย,43,ปริญญาเอก,ธุรกิจส่วนตัว,ประกาศ
978CF026-76B4-494C-9E1A-644CCC150AFB,ชัยภูมิ,6,2,นางสาว,เพชราพร,ภูมิรัตนประพิณ,ภูมิใจไทย,55,ปริญญาโท,ข้าราชการการเมือง,ประกาศ
C81E85CD-4DFC-49BA-B64F-3756A22E39CC,ชัยภูมิ,6,3,นาย,ธนาชัย,นิธิวรัญญู,ประชานิยม,37,ปริญญาตรี,ผู้รับเหมาก่อสร้าง,ประกาศ
CF2DC8D6-6CBF-4533-9E9C-C78CDF2C3A00,ชัยภูมิ,6,4,นาย,พัฒน์ภิรมย์,พิชิตวนคาม,ชาติไทยพัฒนา,69,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
6852526C-324B-47B8-88B4-E7F7F42F1E5B,ชัยภูมิ,6,5,นาย,ณรงฤทธิ์,มอบสันเทียะ,ทางเลือกใหม่,60,ปริญญาโท,รับราชการ,ประกาศ
3F1B1235-C85F-4D51-9D00-958C6D26AB77,ชัยภูมิ,6,6,นาย,ธนภัทร,ยอดเสรณี,ประชาไทย,54,ปริญญาตรี,สมาชิกสภาองค์การบริหารส่วนตำบลโพนทอง,ประกาศ
6F4CFB90-3840-4D86-A51A-8792C90DB45D,ชัยภูมิ,6,7,นาง,จุรีพร,เหล่าชำนิ,เพื่อนไทย,49,ปริญญาตรี,ข้าราชการการเมือง,ไม่ประกาศ
4FE5D134-0802-465A-810C-CBE97A240EF0,ชัยภูมิ,6,8,นาย,ประชา,ลีพิลา,พลังท้องถิ่นไท,48,ปริญญาตรี,ครูเอกชน ตำแหน่งรองผู้อำนวยการโรงเรียน,ประกาศ
BA46A6E4-41AB-4926-9465-6C2514D79693,ชัยภูมิ,6,9,นาง,ไพวรรณ์,ตันวิเศษ,ไทยธรรม,48,ต่ำกว่าปริญญาตรี,แม่บ้าน,ประกาศ
25365BB6-8DCF-4680-B2A0-05F2483B39A8,ชัยภูมิ,6,10,นาย,สากล,มาชัยภูมิ,ประชาธิปัตย์,58,ปริญญาตรี,ทนายความ,ประกาศ
1B0E25D6-2447-4365-AB18-DFBEC16B388B,ชัยภูมิ,6,11,นาย,อภิสิทธิ์,เวียนวิเศษ,พลังประชารัฐ,59,ปริญญาโท,สมาชิกสภาองค์การบริหารส่วนจังหวัดชัยภูมิ,ประกาศ
F69F40BB-4435-44C3-91E3-CD2B9A17885A,ชัยภูมิ,6,12,นาย,พงศ์พิบูลย์,ฉายแสง,ประชาภิวัฒน์,57,ต่ำกว่าปริญญาตรี,นักจัดรายการวิทยุ,ประกาศ
F366F23C-2832-4847-9D0C-7BD7BE39DB09,ชัยภูมิ,6,13,นาย,สุรพงษ์,ศรีรักธรรม,ชาติพัฒนา,62,ปริญญาโท,รับราชการ,ประกาศ
F4DCF6A5-90E2-45DF-BCA2-B61F4DAA882A,ชัยภูมิ,6,14,นาย,ปฐมพัฒน์,ผาทอง,เสรีรวมไทย,49,ปริญญาตรี,ทนายความ,ประกาศ
DF31B3DB-8C59-4CC4-8E7D-2BC1A76EFD8B,ชัยภูมิ,6,15,นาย,สุรวิทย์,คนสมบูรณ์,เพื่อไทย,69,ปริญญาเอก,นักการเมือง,ประกาศ
CB3BC58E-FEA7-40D2-8255-05B508517B9C,ชัยภูมิ,6,16,นาย,จอมจักรภพ,เอกกุล,ประชาชาติ,34,ปริญญาโท,ค้าขาย,ประกาศ
6A37DAAD-78AA-4EC5-80F6-3DF4D0E23084,ชัยภูมิ,6,17,นาย,กิติพร,เศรษฐภูมิภักดี,พลังแรงงานไทย,57,ปริญญาตรี,รับราชการสังกัดศูนย์วิจัยการผสมเทียมและเทคโนโลยีชีวภาพนครราชสีมา  กรมปศุสัตว์,ประกาศ
4D28B914-787D-4F97-978B-7D5989EC87B4,ชัยภูมิ,6,18,นาย,วิรัตน์,สูงภูเขียว,รักษ์ผืนป่าประเทศไทย,62,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
39793229-CC8D-47D4-8F05-8E62677BC847,ชัยภูมิ,6,19,นาง,กมลวรรณ,โคจำนงค์,อนาคตใหม่,51,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
070F2AB5-E1A5-4B9E-921D-CC1E3C6068D8,ชัยภูมิ,6,20,นาย,อภิชิต,ดวงธิสาร,พลังชาติไทย,56,ปริญญาเอก,ทนายความ,ประกาศ
3B3F2BB4-FDBB-4474-BD82-437452B1D815,ชัยภูมิ,6,21,นาย,บุญฤทธิ์,บุสทิพย์,รวมพลังประชาชาติไทย,55,ปริญญาตรี,ค้าขาย,ประกาศ
8F48EE52-051F-4BB5-A29D-B41A38555433,ชัยภูมิ,6,22,นางสาว,กัลยา,พิลาออน,ประชาชนปฏิรูป,31,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
2245B819-630F-4B25-B2BF-E7673721AFCE,ชัยภูมิ,6,23,นาย,สัมพันธ์,ประทุมเวียง,เพื่อแผ่นดิน,58,ปริญญาตรี,ทนายความ,ประกาศ
1DBDD8F2-61AA-4104-9254-A0E6E091159E,ชัยภูมิ,6,24,นาย,สมศักดิ์,ทวีชีพ,เพื่อชาติ,55,ปริญญาตรี,ทนายความ,ประกาศ
55CAA9C5-C6F4-48B1-8B38-F799D9F504D7,ชัยภูมิ,6,25,นาย,ผดุงชาติ,แก้วแกมเกษ,พลังปวงชนไทย,75,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
2B7649B6-CDE2-4BF5-99E4-6233F8418D3B,ชัยภูมิ,6,26,นาย,วิชวัช,ฉ่ำสันเทียะ,เพื่อคนไทย,31,ปริญญาตรี,เกษตรกร,ประกาศ
64E94100-5F06-40E5-9D07-A15FCCD7F477,ชัยภูมิ,6,27,นางสาว,เมธาวี,เหลื่อมศรีจันทร์,เศรษฐกิจใหม่,39,ปริญญาตรี,ทนายความ,ประกาศ
B7A1B3EF-5D25-45FD-A6D8-118DC823029B,ชัยภูมิ,6,28,นาย,ธนันชัย,หิรัญเกิด,ประชากรไทย,47,ปริญญาตรี,ครู,ไม่ประกาศ
950CF107-672D-4CD4-B18D-C13A38DBEF7B,ชัยภูมิ,6,29,นาย,ทองสุข,ชัยมงคล,ประชาธรรมไทย,58,ต่ำกว่าปริญญาตรี,รับราชการตำรวจ,ประกาศ
C645CCEA-2CA2-46AA-9E32-9B85C9713884,ชัยภูมิ,6,30,นาย,อรรณพ,คุณเศรษฐ,ครูไทยเพื่อประชาชน,60,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
63BC8ABA-A212-4112-BD41-AE019347FBB5,ชัยภูมิ,6,31,นาย,สหวัช,ทวีเงิน,ประชาธิปไตยใหม่,53,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
E10E470A-86A4-4F37-B34C-219A0E620832,ชัยภูมิ,6,32,นาย,นิรันดร์,โพธิ,ไทยรักษาชาติ ,64,ปริญญาตรี,รับราชการ,ประกาศ
FEF2E02A-E12B-4A83-905F-BC762F27F362,ชัยภูมิ,6,33,นาย,สัญญา,นาคคำ,ภาคีเครือข่ายไทย,44,ปริญญาตรี,พนักงานเอกชน,ประกาศ
3A1DE5A7-5856-47FD-854D-012EC6B3193F,ชัยภูมิ,6,34,นาย,ยุทธศาสตร์,ศุภซื่อสงวน,พลังไทสร้างชาติ,25,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
A341CD26-9AA8-4CBD-989D-C1EA157619FB,ชัยภูมิ,6,35,นาย,วีระ,กุลภัสสรสุทธิ์,ผึ้งหลวง,48,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
B956F4FA-A800-433F-AC19-5291BBBBF507,ชัยภูมิ,6,36,นาย,วิเศษ,ศรีทุมมา,พลังประชาธิปไตย,46,ต่ำกว่าปริญญาตรี,รับเหมาก่อสร้าง,ประกาศ
D3E112AA-4293-4F99-B5CC-C30EE6ECA0D3,ชัยภูมิ,6,37,นาย,สิทธิ์,พงษ์สุพรรณ,ไทรักธรรม,69,ต่ำกว่าปริญญาตรี,อดีตผู้ช่วยผู้ใหญ่บ้าน,ประกาศ
1D408CCB-1055-48B7-A732-8B7FBD9A67BE,ชุมพร,1,1,นาย,ทนายเสือธนพล,สุขปาน,ไทยรักษาชาติ ,49,ปริญญาเอก,ทนายความ,ประกาศ
BD6F756A-77F5-4586-A91F-6AE2911420A0,ชุมพร,1,2,นาย,สุชีพ,ท้าวเชื้อลาว,พลังท้องถิ่นไท,59,ปริญญาตรี,"ทนายความ, เกษตรกร",ประกาศ
C6DE2D6A-2BC8-40C5-AC53-1FAF40854A29,ชุมพร,1,3,นาย,เกษมสันต์,วงศ์สุวัฒน์,ทางเลือกใหม่,59,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
45307E13-1012-41E0-8002-71A83CC8E406,ชุมพร,1,4,นาย,จเด็จ,ครูศากยวงศ์,เสรีรวมไทย,56,ปริญญาตรี,ค้าขาย,ประกาศ
