GUID,จังหวัด,เขตเลือกตั้ง,เลขที่ใบรับใบสมัคร,คำนำหน้าชื่อ,ชื่อ,นามสกุล,ชื่อพรรค,อายุ,การศึกษาสูงสุด,อาชีพล่าสุด,ประกาศ/ไม่ประกาศ
83CB265A-D406-43F8-9553-A950A21FAE4B,สุรินทร์,1,26,นางสาว,ประจิน,โพธิ์เงิน,มหาชน,39,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
40539102-4763-461E-B7D8-27A5522A5214,สุรินทร์,1,27,นาย,ทองยอด,เสาะรส,ทางเลือกใหม่,65,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
B81B4DF7-1EDC-4717-943E-03219BD6E50B,สุรินทร์,1,28,นาง,สมชัด,สายกระสุน,แทนคุณแผ่นดิน,58,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
DF3D1AC1-2F4E-4A96-94A7-90CCF1469FAE,สุรินทร์,1,29,นาย,เทวฤทธิ์,อินทร์แจ้ง,พลังศรัทธา,34,ต่ำกว่าปริญญาตรี,ช่างคอมพิวเตอร์,ประกาศ
5A38C535-BCFF-48E9-B1FF-58F2A253344F,สุรินทร์,1,30,นาย,สุเพียบ,ยอดพรหม,รักท้องถิ่นไทย,70,ต่ำกว่าปริญญาตรี,รับเหมาก่อสร้าง,ประกาศ
7CF541C4-E8C7-48F2-ADD3-6EB7BC26F902,สุรินทร์,2,1,นาย,นิรันดร์,ลวดเงิน,อนาคตใหม่,61,ปริญญาตรี,รับราชการครู,ประกาศ
D58F80E1-8A75-4167-AA0A-F5F4EEC01031,สุรินทร์,2,2,นาย,ประมูล,มะลิซ้อน,รักษ์ผืนป่าประเทศไทย,63,ปริญญาตรี,ข้าราชการครู,ประกาศ
B36C2B6B-2456-4F19-AACE-652734DE3DC9,สุรินทร์,2,3,นาง,กิมใจ,บูรณ์เจริญ,ประชาภิวัฒน์,54,ปริญญาตรี,ค้าขาย,ประกาศ
0D1274C9-896F-4522-A455-FB9241A25081,สุรินทร์,2,4,นางสาว,ชญาภา,สวัสดิ์,เพื่อแผ่นดิน,55,ปริญญาโท,อาจารย์มหาวิทยา,ประกาศ
0FA6ECB9-5F68-4CA4-96DC-3DA289198AA9,สุรินทร์,2,5,นาย,สมัย,ยอดพรหม,เสรีรวมไทย,66,ปริญญาตรี,ทนายความ,ประกาศ
A29C6AEA-9EEC-43FB-B781-2F5E7B0AC0B2,สุรินทร์,2,6,นาย,กิตติศักดิ์,รุ่งธนเกียรติ,ภูมิใจไทย,43,ปริญญาตรี,รองนายก อบจ.สุรินทร์,ประกาศ
4E71DEF1-BE5A-4089-B7EC-2D944F72793C,สุรินทร์,2,7,นางสาว,ระเบียบ,อยู่เย็น,ประชาชาติ,47,ต่ำกว่าปริญญาตรี,เกษตรกรรม,ประกาศ
F971D691-C1FB-42FF-B13E-CA202ABA5073,สุรินทร์,2,8,นาย,วรวรรธน์,ศิริศุภรัตน์,ประชานิยม,63,ปริญญาโท,รับราชการ,ประกาศ
D2FF2854-666F-4DD4-9697-B76BDF40DC22,สุรินทร์,2,9,นาย,สมชาย,เกียรติคุณรัตน์,เพื่อชาติ,62,ปริญญาโท,เภสัชกร,ประกาศ
23C51B03-BB1F-4EE9-A610-2505B4061706,สุรินทร์,2,10,นาย,ณัฏฐพล,จรัสรพีพงษ์,พลังประชารัฐ,56,ปริญญาตรี,นักการเมืองท้องถิ่น,ประกาศ
E000F9EB-A11E-4346-BED6-5C2D759015F9,สุรินทร์,2,11,นาย,ชูชัย,มุ่งเจริญพร,เพื่อไทย,58,ปริญญาโท,อดีสมาชิกสภาผู้แทนราษฎรจังหวัดสุรินทร์,ประกาศ
A6D5C786-65CC-4B33-9723-370302911CC9,สุรินทร์,2,12,นาง,ทัศนาวลัย,โสวภาค บุษรา,ประชาธิปัตย์,64,ปริญญาโท,ประกอบธุรกิจส่วนตัว,ประกาศ
EAA61B3A-B2DF-494B-B8FA-C219FD67AA03,สุรินทร์,2,13,นาย,ชัยวิทย์,โกรธกล้า,เศรษฐกิจใหม่,60,ปริญญาโท,รับราชการครู,ประกาศ
61C8EC27-79DF-4482-8EBE-40B565CBE0A3,สุรินทร์,2,14,พันโท,นิรันดร์,จันทน์แดง,พลังท้องถิ่นไท,72,ปริญญาตรี,รับราชการ,ประกาศ
EC18BC3F-1628-45E7-950D-57E9D1620888,สุรินทร์,2,15,นาย,มนตรี,บุพศิริ,ชาติไทยพัฒนา,42,ต่ำกว่าปริญญาตรี,อาชีพอิสระ,ประกาศ
9719C7E1-46A2-425F-8372-7BAF682B6BFA,สุรินทร์,2,16,นาย,เยาว์,บุญสุยา,ประชาธรรมไทย,91,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
6E893046-4651-48E6-BC40-64B4B5C673D2,สุรินทร์,2,17,นาย,คราศรี,ลอยทอง,รวมพลังประชาชาติไทย,59,ปริญญาตรี,ทนายความ,ประกาศ
E9497BEF-64B9-497B-AF44-5F6CD7F9470D,สุรินทร์,2,18,นาง,ศรีแจ่มใส,กุสสติ,ทางเลือกใหม่,52,ต่ำกว่าปริญญาตรี,เกตรกรรม,ประกาศ
F6CDE498-2561-4958-BB2E-25A4BEB0C923,สุรินทร์,2,19,นาย,ธนวรรธน์,ก่อแก้ว,รวมใจไทย,54,ปริญญาตรี,เป็นตัวแทนฝ่ายขายไบริษัททยประกันชีวิตจำกัดหมาชน,ประกาศ
4A590D4A-EF53-4E61-9E54-AA0BDF5E65FD,สุรินทร์,2,20,นาย,ไชยเดช,ชุติธัญวรรณ,เพื่อนไทย,50,ต่ำกว่าปริญญาตรี,ค้าขาย,ไม่ประกาศ
D0E59F2F-0191-45F2-BEC6-76CDDF9261CA,สุรินทร์,2,21,นาย,ชัยวัฒน์,เผือกแก้ว,พลังไทยรักไทย,46,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
862E5308-ABE7-47A4-8D1D-E17C36EA439A,สุรินทร์,2,22,นาย,อร่าม,ทับลา,ประชาชนปฏิรูป,60,ต่ำกว่าปริญญาตรี,นักจัดการรายการวิทยุ และรับจ้างทั่วไป,ประกาศ
6D4F58C8-C5ED-49CE-88F6-EB6E86226021,สุรินทร์,2,23,นาย,พงศธร,ลักขษร,ครูไทยเพื่อประชาชน,32,ปริญญาตรี,ตัวแทนประกันชีวิต เอไอเอ,ประกาศ
389B8F76-1DCD-4604-B1A6-A3CCEB5E1AA9,สุรินทร์,2,24,นาย,ภัทรพล,หงษ์สูง,พลังปวงชนไทย,55,ปริญญาเอก,นักวิชาการอิสระ,ประกาศ
BB442DC1-EC54-4222-A625-68F0CEE69532,สุรินทร์,2,25,นาย,กีรติ,แสงตะวัน,พลังชาติไทย,61,ปริญญาเอก,รับราชการ,ประกาศ
5497DF50-A665-4A70-BE99-E40EC66DA44A,สุรินทร์,2,26,พันตำรวจเอก,ชินโชติ,พึ่งแสง,ประชาไทย,65,ปริญญาโท,รับราชการตำรวจ,ประกาศ
C68C0C70-C827-465D-A5D8-18D520E484E6,สุรินทร์,2,27,นาย,ประสิทธิ์,บูรณ์เจริญ,พลังไทสร้างชาติ,70,ต่ำกว่าปริญญาตรี,บก.ข่าว,ประกาศ
2D3554D3-5D14-4915-A99A-14F0547D9325,สุรินทร์,2,28,นาย,เกรียงไกร,วุฒิยา,มหาชน,29,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
F77EC8DC-5BEE-4522-91B4-ADC56BCB597E,สุรินทร์,2,29,นาง,ศิริพิชชา,บุญมี,ไทยศรีวิไลย์,44,ปริญญาตรี,รับจ้างทั่วไป,ประกาศ
05FDD17C-CE4D-4A90-8207-EDCAED8BD8C6,สุรินทร์,2,30,นาย,อุทัย,ใจงาม,แทนคุณแผ่นดิน,37,ปริญญาตรี,ลูกจ้างบริษัทเอกชน,ประกาศ
6CE556DF-F43C-4BA6-A4B1-6C7AD97E47E5,สุรินทร์,2,31,ว่าที่ร้อยตรี,ไพโรจน์,เจริญโรจน์ปัญญา,พลังประชาธิปไตย,26,ปริญญาตรี,เจ้าหน้าที่ปฏิบัติงานพิธี  สนง.วัฒนธรรมจังหวัดสุรินทร์,ไม่ประกาศ
A54C0437-044A-4916-92A6-0AFA9D5B8B39,สุรินทร์,2,32,นางสาว,ขวัญกมล,คล่องแคล่ว,พลังศรัทธา,48,ปริญญาโท,ทนายความ,ประกาศ
1548017C-8FA1-4529-9B10-B3F66567C79F,สุรินทร์,2,33,นาย,จักกพัต,สิทธิจันทร์,รักท้องถิ่นไทย,39,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
ACC5AB68-7049-4584-B144-5D82283C0E99,สุรินทร์,2,34,นาย,ชาญชัย,ผาลี,ผึ้งหลวง,57,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
FCE39DAC-77F7-4CDB-9310-32ACD87C3352,สุรินทร์,3,1,นาย,รื่น,เงางาม,เพื่อนไทย,49,ต่ำกว่าปริญญาตรี,ทำนา,ไม่ประกาศ
03EA67C6-D493-4B80-9674-84743081A23A,สุรินทร์,3,2,นาย,สมานมิตร,จิตหนักแน่น,ประชานิยม,63,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
F68B4449-E2BD-468C-A672-28F11A42C3A1,สุรินทร์,3,3,นาง,สมร,พรหมภักดี,เพื่อแผ่นดิน,60,ปริญญาโท,รับราชการครู,ประกาศ
831FC1E7-94FF-4D73-BF71-1582284FEBA1,สุรินทร์,3,4,นาย,เจ้าจอม,เตียวเจริญโสภา,ชาติไทยพัฒนา,57,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
622C24CB-D7A4-4026-83C5-E71CF1EDEBAA,สุรินทร์,3,5,นาย,ประทวน,แพงเจริญ,ประชาชาติ,55,ปริญญาตรี,อิสระ,ประกาศ
A639BC16-4E94-43DC-B6D7-389814486267,สุรินทร์,3,6,นาย,ณัฐวุฒิ,โต๊ะสิงห์,ชาติพัฒนา,41,ปริญญาโท,ทนายความ,ประกาศ
1F6110F7-8FB2-4F4B-8E87-1044EE4181EF,สุรินทร์,3,7,นางสาว,ผกามาศ,เจริญพันธ์,พลังประชารัฐ,27,ปริญญาโท,พนักงานบริษัท,ประกาศ
4075269F-ADA3-4639-9B6A-0B56A805350C,สุรินทร์,3,8,นาย,สมศักดิ์,เหล่าธีรกาญจนา,พลังท้องถิ่นไท,39,ปริญญาตรี,พนักงานเอกชน,ประกาศ
758F405D-AB4F-4D56-936D-27CD84642173,สุรินทร์,3,9,นาย,บุญถึง,แพงแก้ว,เศรษฐกิจใหม่,62,ปริญญาโท,ข้าราชการ,ประกาศ
8D214404-6596-4DA1-BF93-4879C1122C31,สุรินทร์,3,10,นาย,องอาจ,โสรถาวร,ประชาธิปัตย์,62,ปริญญาโท,ทนายความ,ประกาศ
C26641E3-4CE1-496C-A4D9-5102062CB989,สุรินทร์,3,11,นาย,เหน่ง,ไพเราะ,ประชาชนปฏิรูป,72,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
2904654E-7878-49BB-8339-1DD52C2A3A5E,สุรินทร์,3,12,นาย,คุณากร,ปรีชาชนะชัย,เพื่อไทย,37,ปริญญาโท,นักการเมือง,ประกาศ
E242AFB1-41C0-4FD2-985A-F1F0288B61E8,สุรินทร์,3,13,นาย,ศิริศักดิ์,ร่วมพัฒนา,ภูมิใจไทย,48,ปริญญาตรี,นายก อบต. กระโพ,ประกาศ
B78B68F6-8D39-4C33-8945-231DA3F839DB,สุรินทร์,3,14,นาย,ปัญญา,อุนัยบัน,เสรีรวมไทย,59,ต่ำกว่าปริญญาตรี,ชาวนา,ประกาศ
177D2F23-BAFE-4A0C-8D9E-AD895E1F76F2,สุรินทร์,3,15,นาย,พงศกร,พันไหล,เพื่อชาติ,48,ปริญญาตรี,อิสระ,ประกาศ
A21C2618-15E2-4E12-964A-CA328DCD8C31,สุรินทร์,3,16,นาย,วิโรจน์,พวงประโคน,ประชาภิวัฒน์,57,ปริญญาตรี,เกษตรกรรม,ประกาศ
6D330290-51AD-4433-8653-C502E0FC7345,สุรินทร์,3,17,นาย,วิไล,ดวงศรี,อนาคตใหม่,57,ปริญญาโท,อาจารย์สอนหนังสือมหาวิทยาลัย,ประกาศ
B308C189-73BE-4391-8C63-556EB20079F7,สุรินทร์,3,18,นาย,ณรงค์,ชีวาจร,รักษ์ผืนป่าประเทศไทย,62,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
B7DB8DF0-766B-4D64-984C-B4D4F17C9D3A,สุรินทร์,3,19,นาย,จรัสพรรณ,ณัฐพงศธร,รวมพลังประชาชาติไทย,70,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
DF115937-B6AE-4D8E-97A7-571A72D30E42,สุรินทร์,3,20,นางสาว,บุญราญ,สร้อยจิตร,ทางเลือกใหม่,46,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
FB0C8AE5-A7CD-4AE1-97D7-0B7EE470F772,สุรินทร์,3,21,นาย,ทองเจริญ,ตุ่นทอง,รวมใจไทย,63,ปริญญาโท,ธุรกิจส่วนตัว,ประกาศ
2949AEFC-7BD6-4792-8C3F-8639980A16BF,สุรินทร์,3,22,นาย,ธนายุทธ,สายยศ,ภราดรภาพ,50,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
0443AEF7-6968-4104-8A6D-FB2FAF0C09C1,สุรินทร์,3,23,นางสาว,วันเพ็ญ,อยู่เย็น,พลังไทยรักไทย,52,ต่ำกว่าปริญญาตรี,อาชีพอิสระ,ประกาศ
6425CA7E-0CE4-4DE5-81D4-B3DB39C262F1,สุรินทร์,3,24,นาย,ภูวิน,ผลุงกระโทก,ประชาธรรมไทย,47,ต่ำกว่าปริญญาตรี,สื่อมวลชนอิสระ,ประกาศ
C46734AF-4060-43E5-ACC8-41B9A7E12FC9,สุรินทร์,3,25,นาย,ปรายกานต์,เสียงเพราะ,ประชาธิปไตยใหม่,52,ปริญญาตรี,พนักงานขาย,ประกาศ
CD753EC7-4B99-4EA9-9CF8-4FA8D222AA63,สุรินทร์,3,26,นาย,ชัย,บรรลุสุข,ครูไทยเพื่อประชาชน,64,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
30B440F7-927E-437F-81ED-B72E9E140D85,สุรินทร์,3,27,นาย,พิรุณ,บูรณะ,พลังปวงชนไทย,63,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
1DF33524-9935-45B5-A5F9-B876D6278341,สุรินทร์,3,28,นาย,สุรพล,ชัญถาวร,พลังชาติไทย,61,ปริญญาตรี,ข้าราชการครู,ไม่ประกาศ
1EA37066-4476-4E3B-9E86-8BAE584309ED,สุรินทร์,3,29,นาย,ณรงค์ฤทธิ์,นิติ จันทึก,พลังไทสร้างชาติ,30,ปริญญาตรี,นิติกรบริษัท,ประกาศ
AEF00CE4-6FBD-45A9-9D28-1153E3342C00,สุรินทร์,3,30,นาย,ทองดา,วุฒิยา,มหาชน,63,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
6D8879EE-D50B-4A41-885B-D8079B4A3B4C,สุรินทร์,3,31,นางสาว,สุจิตตรา,สะสีสังข์,ไทยศรีวิไลย์,40,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
675911DE-4E5A-45B0-AA0B-040E6546A401,สุรินทร์,3,32,นาย,สมภูมิ,แจ่มใส,แทนคุณแผ่นดิน,58,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
EE2628F3-0600-4859-86D4-3E3584106491,สุรินทร์,3,33,นาย,เสถียร,สุขประเสริฐ,พลังศรัทธา,68,ปริญญาเอก,ธุรกิจส่วนตัว,ประกาศ
ACBF28F0-A913-4CA1-B074-09256D76CAEE,สุรินทร์,3,34,นาย,อุทัย,กิ่งมาลา,รักท้องถิ่นไทย,42,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
861FF320-EAD5-4C22-9E19-20A46341E1D6,สุรินทร์,4,1,นาย,สมศักดิ์,สนใจ,ประชานิยม,61,ปริญญาโท,ข้าราชการครู,ประกาศ
137AC1F6-D398-4213-BB12-63C17D4E55EB,สุรินทร์,4,2,นาย,สมพร,หนูศรี,ประชาชนปฏิรูป,64,ต่ำกว่าปริญญาตรี,รับเหมาก่อสร้าง,ประกาศ
CBDD495A-5E57-43D6-9C53-E11223F092B8,สุรินทร์,4,3,นาย,สมาน,ลุนนู,ประชาภิวัฒน์,64,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
11B7CB95-C7F7-4027-8F22-E8615FB15C8F,สุรินทร์,4,4,นาย,ยรรยง,ผิวอ่อน,ประชาธิปัตย์,60,ปริญญาเอก,ข้าราชการครู,ประกาศ
BCE07623-143A-4E1C-BA9F-8E4DF4CA80D7,สุรินทร์,4,5,นาย,สาธิต,เทพวงศ์ศิริรัตน์,ภูมิใจไทย,41,ปริญญาโท,รองนายกองค์การบริหารส่วนจังหวัดสุรินทร์,ประกาศ
4D236E72-59DD-4B1C-A362-56D432E9FE1A,สุรินทร์,4,6,นาย,ยืนยง,เงินถม,เสรีรวมไทย,58,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
347807AE-6D32-44B8-985A-80131E0AA55E,สุรินทร์,4,7,นาย,ยุทธพงษ์,สีสด,รักษ์ผืนป่าประเทศไทย,54,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
EB5D1669-439C-4819-8F71-C598C4F06128,สุรินทร์,4,8,นาย,สุทธิพงศ์,ภิรมย์ตระกูล,พลังท้องถิ่นไท,64,ปริญญาตรี,ข้าราชการบำราญ,ประกาศ
EE61B455-F8FE-4B1C-83EB-DE544D061D06,สุรินทร์,4,9,นาย,คมกฤษณ์,สรัลวรธนา,ประชาชาติ,26,ต่ำกว่าปริญญาตรี,อิสระ,ประกาศ
0B6C2B7A-8314-4F5C-8084-88AAEDF04438,สุรินทร์,4,10,นาย,ตี๋ใหญ่,พูนศรีธนากูล,เพื่อไทย,59,ปริญญาตรี,เกษตรกร,ประกาศ
EFE2BF5E-FF92-488E-AE12-8610027C53C1,สุรินทร์,4,11,นาย,อนุกูล,ทรายเพชร,อนาคตใหม่,31,ปริญญาตรี,กรรมการบริษัทโฟล์คไรซ์ จำกัด,ประกาศ
21B65B55-B926-4EC7-B689-94B1E9B4AFC5,สุรินทร์,4,12,นาย,สาธิต,วัชรบรรจง,เพื่อแผ่นดิน,67,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
7A0DE31E-F4D5-44A7-BA7C-388CD04D89A0,สุรินทร์,4,13,นาย,โกวิฐ,วัฒนกุล,เพื่อชาติ,65,ต่ำกว่าปริญญาตรี,นักแสดง,ประกาศ
C8673FC1-F62C-464C-AF0C-D71D006336A3,สุรินทร์,4,14,นาย,ปุณยวัฒน์,สนใจ,พลังประชารัฐ,53,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
4E20C223-D8AD-4F66-AE8B-F492241A5EBE,สุรินทร์,4,15,นาย,ธนาชัย,ธนาหิรัญบุตร,เศรษฐกิจใหม่,60,ปริญญาตรี,ข้าราชการครู,ประกาศ
1C869F8B-DD8B-4017-BCE5-9B53B95C9E0D,สุรินทร์,4,16,นาย,สุริยะ,บัวบาน,ชาติไทยพัฒนา,63,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
72DD01C8-B990-4653-B2E4-73A96E386FAC,สุรินทร์,4,17,นาย,ธงชัย,สะอาดยิ่ง,เพื่อนไทย,62,ต่ำกว่าปริญญาตรี,ค้าขาย,ไม่ประกาศ
9AEF9685-12AD-4EC9-8075-B4354890DE1F,สุรินทร์,4,18,นาย,โกศล,ฉลาดดี,รวมพลังประชาชาติไทย,58,ต่ำกว่าปริญญาตรี,สมาชิกสภาเทศบาล,ประกาศ
07C6F0EB-1D6D-4D81-880B-899279582091,สุรินทร์,4,19,นาง,ลำใย,ชาญศรี,ทางเลือกใหม่,46,ปริญญาตรี,เกษตรกร,ประกาศ
F1D7CFEA-D289-4DED-AAFA-5EC507D9FC07,สุรินทร์,4,20,นาย,ชลธี,พิศเพ็ง,รวมใจไทย,59,ต่ำกว่าปริญญาตรี,รับจ้างทั่วไป,ประกาศ
6E1C835A-6E1A-463B-B8E3-85D19485F2C7,สุรินทร์,4,21,นาย,สิงห์,ละอองศรี,พลังแรงงานไทย,72,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
144B4A97-2FE6-43CF-9D78-37809EFF31EE,สุรินทร์,4,22,นาย,สมชาย,สุวรรณแกม,พลังไทยรักไทย,48,ต่ำกว่าปริญญาตรี,อิสระ,ประกาศ
DC161C7A-1D31-4F05-B8B4-B2512FA20589,สุรินทร์,4,23,นาง,พิมพ์ชญา,ชัยวรประพัฒน์,ประชาธรรมไทย,51,ปริญญาโท,พยาบาลวิชาชีพ,ประกาศ
05E59775-ABCE-4CC3-B528-4B15EFA3172D,สุรินทร์,4,24,นาย,สิทธิชัย,จันทร์ไทย,ครูไทยเพื่อประชาชน,53,ต่ำกว่าปริญญาตรี,ผู้ใหญ่บ้าน,ประกาศ
0114A1F9-CC0C-424E-BF61-3F44455C1D20,สุรินทร์,4,25,นาย,สุทัศน์,สัตย์แสง,พลังปวงชนไทย,63,ปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
B6BD44E6-4D2B-4C9D-9AE0-3CD3AF638816,สุรินทร์,4,26,นาย,ปาน,ชัยยิ่ง,ประชาธิปไตยใหม่,60,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
E768B701-0133-4BEE-93C3-74A1B6106152,สุรินทร์,4,27,นาย,จันทร์เจริญ,สุขประเสริฐ,พลังชาติไทย,50,ต่ำกว่าปริญญาตรี,ค้าขาย,ไม่ประกาศ
B43270EF-DF45-46F9-8B63-352EB187298F,สุรินทร์,4,28,นาย,ชูเวทย์,วอดทอง,ภาคีเครือข่ายไทย,32,ปริญญาตรี,อาจารย์แนะแนว,ประกาศ
61D8B8C3-0EB1-4FD0-BF97-B6D8BDD8031F,สุรินทร์,4,29,นาย,ปวริศร์,สาระติ,ไทยศรีวิไลย์,32,ต่ำกว่าปริญญาตรี,ค้าขาย,ประกาศ
5814E3A6-8210-4E5E-BBA5-60651B0F80FA,สุรินทร์,4,30,นาง,อำพัน,วุฒิยา,มหาชน,59,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
D3D9DEE5-FAB4-4C10-8D63-EDBCD996E7E6,สุรินทร์,4,31,นาย,บุญเพิ่ม,กระโจมทอง,พลังไทสร้างชาติ,42,ต่ำกว่าปริญญาตรี,ผู้จัดการบริษัทเอกชน,ประกาศ
AD74C9B1-FD24-4D08-9D97-277B637DF61A,สุรินทร์,4,32,นาย,สมศักดิ์,ไทยตรง,พลังศรัทธา,49,ปริญญาตรี,เกษตรกร,ประกาศ
DC95E390-6549-4C38-A57A-47693EBFCEF1,สุรินทร์,4,33,นาย,ศตภพ,อานไทสง,แทนคุณแผ่นดิน,44,ต่ำกว่าปริญญาตรี,พนักงานเอกชน,ประกาศ
2FAD10C0-4D74-40DA-85FD-107604761964,สุรินทร์,4,34,นาย,บุญชู,วิเศษวงษา,รักท้องถิ่นไทย,50,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
2F8FB3FF-55FE-41ED-A089-89BC401F892D,สุรินทร์,4,35,นาย,คูณ,ถิ่นทัพไทย,ผึ้งหลวง,59,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
C93F05EC-F9F3-41E3-8787-956452F90F7F,สุรินทร์,5,1,นางสาว,สุวรรณา,สุขแนบ,ประชานิยม,32,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
5DD9A943-34F2-4282-A389-1081C295F9AB,สุรินทร์,5,2,นาย,ธรรมกาญจน์,สังวาลย์,ชาติพัฒนา,44,ปริญญาตรี,ทนายความ,ประกาศ
DC0CBC30-E3A5-4CFA-AB52-856964FC4C29,สุรินทร์,5,3,นางสาว,เยาวนาถ,เหล่าธีรกาญจนา,พลังท้องถิ่นไท,27,ปริญญาตรี,พนักงานบริษัท,ประกาศ
C75241FA-C10A-4BE3-9972-31B06AA44EEA,สุรินทร์,5,4,นางสาว,ชนัญญา,คำพันชนะ,ประชาภิวัฒน์,56,ปริญญาตรี,เกษตรกรรม,ประกาศ
55DB7409-6B9A-413E-948A-BE4D23CC25C2,สุรินทร์,5,5,นาย,ธนศักดิ์,คำดี,ประชาชาติ,41,ต่ำกว่าปริญญาตรี,พนักงานจ้างทั่วไปเทศบาลตำบลผักไหม,ประกาศ
9E7E28F8-5CBF-4675-A56C-9C3D3AF82044,สุรินทร์,5,6,นาย,สุวิทย์,เกษอินทร์,พลังประชารัฐ,55,ปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
17290238-7E28-4569-B0A1-4C2B9900FA2B,สุรินทร์,5,7,นาย,ครูมานิตย์,สังข์พุ่ม,เพื่อไทย,57,ปริญญาตรี,ข้าราชการครู/นักการเมือง,ประกาศ
D0A26DBE-93A7-4F42-8C38-7E415E83C41F,สุรินทร์,5,8,นาย,สุวรรณ์,หาญเสมอดารากุล,อนาคตใหม่,51,ต่ำกว่าปริญญาตรี,เกษตรกร,ประกาศ
EAD0AB34-E0AA-4F17-AED9-FFB90C3B5270,สุรินทร์,5,9,นาย,ภูมิสิน,การะเวก,ประชาธิปัตย์,61,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
67E78C23-2A51-4429-B71B-9650E16C05FA,สุรินทร์,5,10,นาย,สมศักดิ์,ประธาน,ภูมิใจไทย,64,ต่ำกว่าปริญญาตรี,นักธุรกิจ,ประกาศ
83C0AC72-4442-45E6-A535-8A30CAFDA60C,สุรินทร์,5,11,นาย,สำราญ,รัตนาวิวัฒน์,เพื่อแผ่นดิน,77,ต่ำกว่าปริญญาตรี,ข้าราชการบำนาญ,ประกาศ
4B19A01C-08F7-4763-A07A-9E7D70D76F3B,สุรินทร์,5,12,นาย,วีรพงศ์,จึงธนสมบูรณ์,เพื่อนไทย,49,ปริญญาตรี,รับจ้าง,ไม่ประกาศ
356C36C7-C376-4D3A-AF68-E58CF6F21594,สุรินทร์,5,13,ร.ต.อ.,ทวีรัชต์,สมานทอง,เสรีรวมไทย,60,ปริญญาโท,ข้าราชการตำรวจ,ประกาศ
39E80D8C-86A9-465E-9D2A-459ECF190AB0,สุรินทร์,5,14,นาย,คม,สมทอง,รักษ์ผืนป่าประเทศไทย,59,ต่ำกว่าปริญญาตรี,ธุรกิจส่วนตัว,ประกาศ
1714A9E9-70AE-4655-8128-53AF1193CE36,สุรินทร์,5,15,นาย,ประยงค์,สร้อยศรีหา,เศรษฐกิจใหม่,66,ต่ำกว่าปริญญาตรี,สมาชิกองค์การบริหารส่วนตำบลโนน,ประกาศ
9B1DAEB0-3D71-4040-9FE5-334AE2213547,สุรินทร์,5,16,นาย,พันธ์เรือง,ห่อทอง,รวมพลังประชาชาติไทย,63,ปริญญาตรี,ผู้ใหญ่บ้าน,ประกาศ
A94FC223-A707-428D-BD17-B68403666A12,สุรินทร์,5,17,นาย,ปริญญา,กรวยทอง,ชาติไทยพัฒนา,76,ปริญญาโท,สมาชิกวุฒิสภาจังหวัดสุรินทร์,ประกาศ
105B566D-8110-4C69-BE15-C507417FBFDD,สุรินทร์,5,18,นาย,สรยศ,สานุสันต์,รวมใจไทย,58,ปริญญาโท,ทำนา,ประกาศ
EF8C6AA5-CB98-4DF1-AD59-E5FDD8CF4DC6,สุรินทร์,5,19,นาย,วรินทร,ทองแย้ม,ประชาธรรมไทย,59,ปริญญาโท,ข้าราชการบำนาญ,ประกาศ
